Customer_ID,Age,Gender,Country,Purchase_Amount,Purchase_Date,Product_Category,Satisfaction_Score,Churn
8987,47,Other,Canada,-265.99,2021-04-29 00:00:00,,1,0
4332,38,F,USA,3412.17,2021-09-23 00:00:00,Electronics,3,No
1787,61,Female,Germany,3538.97,2024-01-14 00:00:00,Clothing,10,No
7222,52,F,Australia,4799.92,2023-12-08 00:00:00,Sports,,Yes
10873,-1,Male,,895.38,2022-07-24 00:00:00,Beauty,3,
1622,24,Male,Australia,-45.01,2022-11-20 00:00:00,Sports,,1
4841,39,F,USA,4533.24,2021-07-13 00:00:00,Sports,10,No
4676,27,F,U.S.A,922.57,2020-03-31 00:00:00,Home,,1
3572,40,,Canada,3468.42,2024-03-21 00:00:00,Electronics,5,
7915,32,F,,-166.37,2021-03-21 00:00:00,Beauty,1,
6033,47,Other,,3683.22,2023-08-01 00:00:00,Home,3,No
8788,51,M,Germany,198.64,2023-11-17 00:00:00,,1,1
6214,30,Female,India,3325.72,2022-08-07 00:00:00,Electronics,2,0
5712,21,Female,,2427.89,2024-06-07 00:00:00,Beauty,,0
1066,35,Female,,4755.18,2023-03-08 00:00:00,Home,1,No
8533,40,F,U.S.A,-296.95,2024-12-15 00:00:00,Elec,1,1
5616,50,F,Canada,1106.27,2020-11-25 00:00:00,Clothing,5,No
2140,51,,Canada,-117.7,2023-03-02 00:00:00,Sports,10,0
6730,51,F,Australia,4335.59,2024-06-26 00:00:00,Elec,2,
8465,53,,India,2766.46,2023-09-11 00:00:00,Clothing,10,No
10379,52,,,2442.33,2024-06-18 00:00:00,Beauty,3,0
5471,34,Other,Canada,223.02,2024-04-02 00:00:00,Elec,,
4339,45,Other,Ind,2189.68,2022-11-10 00:00:00,Elec,,No
1548,31,Other,U.S.A,1692.87,2022-08-12 00:00:00,Home,,No
8675,51,Other,Canada,1236.64,2021-04-23 00:00:00,Home,3,0
9264,,Male,UK,3747.04,2024-01-21 00:00:00,Home,,0
1198,28,Other,Australia,-162.98,2021-06-01 00:00:00,Sports,1,
10973,30,Other,Ind,3056.77,2021-06-19 00:00:00,Home,4,Yes
1571,50,Other,Germany,4026.46,2020-08-12 00:00:00,Electronics,4,
1790,19,,,4490.19,2021-07-25 00:00:00,Electronics,,No
10830,51,Female,Germany,3602.54,2024-12-24 00:00:00,Electronics,3,No
2174,46,Female,USA,1053.51,2024-10-21 00:00:00,Elec,1,No
1178,54,Female,,2802.79,2023-09-15 00:00:00,Clothing,1,0
3244,21,M,Germany,277.72,2024-12-19 00:00:00,Beauty,10,No
5086,29,Male,Germany,143.83,2024-04-30 00:00:00,Clothing,10,No
1734,43,,India,3012.43,2021-01-02 00:00:00,Elec,2,
7232,45,F,USA,4181.09,not_available,Clothing,5,0
1798,20,,UK,-130.14,2023-03-11 00:00:00,Sports,4,
8601,37,Other,Ind,83.02,2024-06-01 00:00:00,Elec,,Yes
9979,27,Female,,2610.84,2023-05-07 00:00:00,Clothing,1,
3795,35,,Canada,700.17,2022-10-19 00:00:00,Sports,3,
5588,44,Male,Germany,2865.0,2024-07-08 00:00:00,,4,Yes
8297,48,Other,USA,679.99,2022-11-25 00:00:00,Electronics,5,
4084,44,M,Ind,140.65,2021-04-10 00:00:00,Electronics,1,No
1731,59,F,Australia,2500.66,2021-07-25 00:00:00,Clothing,4,No
2129,18,Other,Ind,4242.07,2021-03-13 00:00:00,Clothing,1,1
2605,23,F,U.S.A,3268.17,2022-01-26 00:00:00,,,0
3933,28,,,4002.99,2021-08-13 00:00:00,Electronics,5,No
10407,51,Other,Canada,964.84,2022-05-30 00:00:00,,2,0
9516,56,M,Canada,4372.88,2020-07-09 00:00:00,Home,4,
6074,37,,Germany,1573.72,2020-04-06 00:00:00,Electronics,5,1
8099,38,Male,UK,4188.46,2021-05-18 00:00:00,,2,No
2490,38,F,Ind,2091.47,2023-10-22 00:00:00,Home,2,
1893,35,F,Canada,973.22,2022-06-06 00:00:00,Electronics,5,1
2390,38,Male,Ind,931.42,2020-05-29 00:00:00,Beauty,3,
4389,36,F,USA,2622.17,2020-02-12 00:00:00,Sports,10,0
5239,21,,,-65.44,2023-08-13 00:00:00,Sports,5,
5479,30,Female,,4615.31,2022-07-01 00:00:00,Beauty,1,
3263,35,Male,,993.05,2020-11-14 00:00:00,Home,3,
4432,46,M,Canada,1345.94,2020-08-05 00:00:00,Clothing,2,1
3371,42,Other,,783.16,2024-10-08 00:00:00,Clothing,10,
5312,30,Other,India,-483.46,2021-05-02 00:00:00,Sports,10,1
2515,44,Male,USA,3309.03,2020-05-25 00:00:00,Clothing,10,1
7326,36,Female,Canada,2748.04,2020-11-23 00:00:00,Home,4,Yes
8088,-1,,Canada,3953.04,2020-09-15 00:00:00,,2,
6586,18,M,Australia,-274.44,2021-07-19 00:00:00,Clothing,4,No
3917,55,Other,U.S.A,4607.61,2020-04-28 00:00:00,Electronics,10,1
6731,36,Other,India,1319.88,2024-11-13 00:00:00,Beauty,4,
8686,18,,,4521.88,2023-03-11 00:00:00,Sports,5,No
2167,57,Female,Germany,89.22,2020-10-16 00:00:00,,5,0
9302,34,F,U.S.A,3591.56,2024-07-20 00:00:00,Clothing,2,No
6109,38,Male,Canada,2686.47,2020-08-12 00:00:00,,5,1
5327,39,Female,India,1470.05,2022-06-12 00:00:00,Home,2,1
6810,32,Female,,-64.72,2023-06-06 00:00:00,Clothing,10,1
4655,200,Female,U.S.A,2826.05,2022-01-22 00:00:00,,10,Yes
4793,56,Female,Canada,-354.58,2023-07-04 00:00:00,Beauty,5,No
10947,,F,Germany,2257.05,2020-09-01 00:00:00,Electronics,5,
7738,56,,U.S.A,2823.15,2020-06-24 00:00:00,Elec,10,
2577,49,M,,3528.88,2023-10-10 00:00:00,Sports,4,1
10488,-1,Female,Ind,4952.34,2021-06-05 00:00:00,Sports,3,No
3220,21,Female,Germany,930.52,2024-06-06 00:00:00,Home,5,0
10164,61,Male,Ind,1273.14,2023-03-08 00:00:00,Electronics,,No
2030,62,Other,Australia,1376.3,2020-04-28 00:00:00,Clothing,,
7691,49,F,UK,3523.7,2024-07-20 00:00:00,Clothing,,1
4992,21,Female,UK,4625.01,2024-06-22 00:00:00,Elec,5,No
1913,18,M,India,4858.78,2024-05-20 00:00:00,,2,Yes
7358,50,M,Canada,4701.96,2020-09-15 00:00:00,Elec,4,1
3181,24,M,U.S.A,4336.61,2024-08-05 00:00:00,,,Yes
4197,26,Male,Australia,4950.38,2021-07-24 00:00:00,Elec,10,1
7040,18,M,U.S.A,1567.7,2024-11-14 00:00:00,Home,4,
2462,33,,Ind,4715.77,2023-04-30 00:00:00,Electronics,3,0
8037,35,Male,USA,3685.61,2022-07-31 00:00:00,Home,3,No
10499,64,F,U.S.A,426.53,2023-02-27 00:00:00,Beauty,3,No
5994,23,M,Germany,-249.94,2020-06-06 00:00:00,Beauty,10,1
10381,19,Other,Canada,679.66,2024-08-28 00:00:00,Clothing,5,0
6308,26,Female,U.S.A,3783.13,2020-09-17 00:00:00,Beauty,2,0
7221,21,F,Canada,2974.33,2021-01-24 00:00:00,Home,,
8090,62,,Canada,733.96,2021-10-06 00:00:00,Sports,1,Yes
8769,40,Other,Australia,3580.57,2024-03-27 00:00:00,Beauty,,No
1687,60,F,Ind,277.27,2020-05-11 00:00:00,,,1
5661,62,,,4020.13,2021-02-11 00:00:00,Home,2,0
10399,60,M,Ind,3867.89,2023-03-22 00:00:00,Sports,10,No
2894,25,F,Australia,4849.17,2020-10-08 00:00:00,,4,No
8389,56,F,Germany,326.54,2021-07-20 00:00:00,Sports,3,No
5922,42,F,USA,4486.37,2022-02-06 00:00:00,Elec,1,0
7322,33,Male,,1376.06,2024-07-19 00:00:00,,4,
4183,52,Other,Canada,1788.33,2020-02-15 00:00:00,Elec,3,No
4797,34,,Canada,2076.45,2021-11-16 00:00:00,Beauty,,0
6178,35,M,UK,2947.97,2023-08-15 00:00:00,Electronics,1,0
10836,44,Female,UK,4971.2,2020-01-21 00:00:00,Elec,2,1
4968,32,M,India,2799.77,2024-11-25 00:00:00,Beauty,,
3716,34,M,Canada,4596.94,2022-09-23 00:00:00,Beauty,4,
1190,60,Male,UK,902.66,2023-04-03 00:00:00,Electronics,5,
2335,22,Male,USA,1691.26,2020-09-24 00:00:00,Beauty,,0
9181,33,F,,2274.75,2020-04-10 00:00:00,Home,1,0
1378,32,M,Australia,1275.96,2021-10-22 00:00:00,Electronics,1,
4829,59,Other,UK,4872.77,2021-10-14 00:00:00,Home,,0
7380,63,Male,Ind,3491.26,2023-10-28 00:00:00,Sports,,
1615,51,,,2133.85,2020-02-02 00:00:00,Electronics,2,1
3330,,Male,,3632.18,2020-08-23 00:00:00,Sports,2,Yes
2754,36,Other,India,2070.93,2020-07-16 00:00:00,Elec,4,Yes
1463,25,Male,USA,-405.26,2021-05-21 00:00:00,Clothing,5,Yes
10158,64,Other,U.S.A,2487.56,2022-01-16 00:00:00,,3,Yes
5267,27,Female,India,2938.52,2020-11-27 00:00:00,Clothing,,1
4158,22,Other,UK,4896.64,2024-01-08 00:00:00,Home,1,0
4624,,Female,Ind,-275.64,2021-04-30 00:00:00,Sports,10,1
5938,43,,U.S.A,2316.53,2020-04-29 00:00:00,Sports,1,No
6417,39,F,Canada,39.85,2020-06-06 00:00:00,Electronics,4,0
7004,61,F,USA,319.48,2022-11-26 00:00:00,Clothing,3,
9881,40,Male,UK,2857.55,2022-04-29 00:00:00,Home,10,No
6603,30,Other,,773.62,2020-05-23 00:00:00,Home,3,No
3212,26,Male,Ind,3620.46,2024-04-29 00:00:00,Electronics,,1
7120,-1,Other,India,2328.09,2024-09-30 00:00:00,Electronics,3,No
6818,37,Male,UK,700.17,2024-11-08 00:00:00,Elec,4,1
1382,45,F,,2215.85,2021-10-02 00:00:00,Home,10,No
3256,61,,Ind,-495.15,2021-11-23 00:00:00,Electronics,1,1
2412,54,F,USA,4245.07,2022-11-17 00:00:00,Elec,2,0
10775,41,Male,Australia,-430.27,2022-08-06 00:00:00,Sports,1,No
7146,61,Other,,-461.45,2024-05-21 00:00:00,Home,2,1
1371,50,M,Germany,2863.27,2022-01-23 00:00:00,Beauty,2,Yes
6806,37,,USA,4854.37,2022-05-24 00:00:00,Clothing,4,Yes
6565,,Other,UK,4207.63,2023-06-21 00:00:00,Clothing,,No
9802,47,Male,Ind,886.1,2024-08-29 00:00:00,Beauty,3,1
9307,61,Other,Germany,581.67,2023-07-13 00:00:00,Beauty,,0
8437,26,Female,Ind,2943.62,2020-02-20 00:00:00,,4,No
1446,62,Other,Canada,4024.51,2020-04-18 00:00:00,Sports,,0
2391,-1,F,U.S.A,1491.43,2023-11-22 00:00:00,Home,,1
2340,34,F,U.S.A,1877.95,2023-09-20 00:00:00,Electronics,2,Yes
3939,53,Female,Canada,135.19,2020-05-13 00:00:00,Clothing,1,1
6969,31,,Ind,340.55,2024-08-29 00:00:00,Beauty,10,0
10265,36,Other,Australia,2625.93,2020-03-20 00:00:00,,2,Yes
5813,24,,U.S.A,64.61,2022-10-03 00:00:00,Home,10,No
4569,20,M,,611.25,2020-12-03 00:00:00,Electronics,4,Yes
6454,50,Other,Canada,790.72,2024-06-22 00:00:00,,10,No
4150,61,F,Ind,1941.58,2021-03-07 00:00:00,Clothing,,No
10797,49,F,India,-249.13,2024-08-15 00:00:00,Home,,Yes
7414,64,,U.S.A,2248.74,2024-02-13 00:00:00,Clothing,10,Yes
5657,28,Male,UK,4607.71,2022-06-06 00:00:00,Sports,10,0
7947,59,F,India,-365.45,2023-08-05 00:00:00,,1,Yes
8943,19,Male,Australia,2970.42,2024-06-06 00:00:00,Clothing,3,
4662,43,F,U.S.A,4097.13,2020-04-11 00:00:00,Sports,4,Yes
5482,21,F,UK,1218.53,2020-11-26 00:00:00,Sports,,0
5797,34,M,India,223.35,2021-01-10 00:00:00,Sports,10,
6068,34,Male,UK,-261.63,2020-08-18 00:00:00,Electronics,,
6480,45,Male,Canada,3041.47,2024-01-14 00:00:00,Elec,5,1
9033,47,F,U.S.A,2537.29,2022-02-02 00:00:00,Electronics,,
1983,57,Male,,761.12,2023-09-06 00:00:00,Sports,2,No
6607,40,F,,4073.9,2021-02-27 00:00:00,Home,3,0
9543,63,F,Germany,3545.28,2022-11-14 00:00:00,Elec,3,1
10916,41,,U.S.A,1020.36,2021-07-22 00:00:00,Elec,,Yes
10471,46,Other,Canada,3643.5,2021-02-19 00:00:00,Sports,1,
2907,21,Male,UK,847.47,2020-10-28 00:00:00,,4,1
7924,55,Female,Canada,3213.97,2023-01-28 00:00:00,Home,,No
10216,46,,USA,152.0,2023-11-12 00:00:00,Clothing,,1
9737,36,Male,Australia,3307.32,2020-04-28 00:00:00,Electronics,2,No
5174,44,Male,India,813.26,2024-08-13 00:00:00,Home,,1
10080,46,M,Australia,2648.58,2024-06-03 00:00:00,Elec,5,1
8265,53,Female,Canada,448.55,2020-11-26 00:00:00,Home,2,Yes
10297,52,Female,,3492.82,2021-10-23 00:00:00,Home,,Yes
2990,23,M,Ind,-165.16,2020-12-24 00:00:00,Beauty,,Yes
6596,40,M,Australia,409.8,2023-02-23 00:00:00,Electronics,10,1
4998,56,Male,Ind,512.75,2020-10-15 00:00:00,Beauty,4,
4775,63,Other,Canada,-272.61,2021-07-06 00:00:00,Clothing,3,1
10112,61,M,India,3597.57,2024-09-21 00:00:00,Home,5,Yes
5645,,Female,,4895.24,2021-03-15 00:00:00,Electronics,1,1
3061,25,Female,Canada,3781.19,2021-07-28 00:00:00,Elec,4,
5487,19,Male,Germany,4233.48,2021-12-17 00:00:00,Electronics,2,No
5435,30,Other,Australia,-466.96,2023-09-26 00:00:00,Electronics,4,0
3644,57,F,Canada,148.28,2023-05-12 00:00:00,Home,1,Yes
2045,38,M,India,2574.61,2023-04-17 00:00:00,Elec,2,1
8951,48,M,USA,4878.28,2020-12-11 00:00:00,Sports,5,
7449,,Male,Germany,3133.92,2022-10-11 00:00:00,,10,Yes
3681,53,,U.S.A,1557.75,2022-10-09 00:00:00,Sports,2,Yes
4199,,,Canada,303.82,2022-04-12 00:00:00,Sports,2,No
7768,55,Other,Ind,340.6,2020-04-14 00:00:00,Beauty,10,0
10130,44,Female,USA,1495.14,2020-11-08 00:00:00,Home,1,1
8440,53,Female,U.S.A,3425.96,2020-03-26 00:00:00,Clothing,2,1
9633,,F,Canada,-324.99,2024-01-04 00:00:00,Beauty,4,Yes
3550,40,Female,Germany,4186.98,2024-02-12 00:00:00,Electronics,3,
5225,38,,,4678.53,2023-09-13 00:00:00,Sports,1,Yes
1596,30,,Australia,4388.49,2023-06-28 00:00:00,Electronics,1,No
7054,54,M,Germany,4521.65,2021-04-26 00:00:00,Beauty,1,0
2505,64,F,U.S.A,-415.63,2022-04-29 00:00:00,Elec,4,No
10053,43,Other,UK,4877.86,2022-10-24 00:00:00,Sports,4,
7468,57,F,USA,1514.96,2023-04-22 00:00:00,Home,4,1
8236,24,Other,Ind,4281.05,2024-09-12 00:00:00,Sports,,
2551,63,,Germany,527.45,2020-10-26 00:00:00,Sports,4,No
10928,56,Female,Germany,1955.89,2021-06-11 00:00:00,Elec,10,1
7852,39,Male,,-257.1,2021-08-28 00:00:00,Sports,2,0
2449,56,F,USA,-279.58,2024-12-19 00:00:00,Beauty,1,Yes
6953,40,F,India,4688.02,2022-07-15 00:00:00,Sports,,0
9456,47,M,Ind,3958.34,2023-03-25 00:00:00,Elec,1,Yes
9042,35,M,U.S.A,2414.04,2023-12-28 00:00:00,Beauty,5,0
3659,59,,UK,2390.02,2023-10-12 00:00:00,Electronics,3,1
8509,35,Other,USA,3618.15,2024-03-31 00:00:00,Home,2,1
8893,63,Male,Germany,1379.18,2022-11-30 00:00:00,Sports,3,1
8445,27,M,USA,3690.28,2021-10-10 00:00:00,Beauty,2,Yes
3721,56,M,USA,2167.55,2023-07-05 00:00:00,Sports,2,1
10654,47,Female,Canada,3008.55,2023-10-21 00:00:00,Sports,2,
10637,43,Female,Canada,4806.56,2021-07-08 00:00:00,Elec,1,Yes
3925,24,,U.S.A,2092.24,2022-12-25 00:00:00,Sports,3,1
10824,24,,,1801.23,2023-05-16 00:00:00,Clothing,3,1
8104,22,M,USA,4481.62,2020-09-01 00:00:00,Home,4,0
7240,18,Other,India,4464.19,2023-06-20 00:00:00,Home,3,
1512,63,Male,UK,4958.3,2021-08-11 00:00:00,Beauty,4,
1215,35,M,Australia,2529.75,2021-12-31 00:00:00,Electronics,5,Yes
8299,30,Other,Canada,1393.44,2023-11-05 00:00:00,Electronics,4,
4153,42,Other,U.S.A,822.15,2023-05-31 00:00:00,Electronics,,1
8450,57,M,U.S.A,-312.47,2022-11-10 00:00:00,Sports,2,Yes
2706,25,Other,USA,3497.01,2020-05-26 00:00:00,Elec,1,No
2567,27,F,,784.12,2023-10-23 00:00:00,Beauty,,0
2128,49,Other,Germany,2836.52,2020-11-08 00:00:00,,2,0
4510,34,M,India,4541.26,2024-05-31 00:00:00,Sports,10,No
8867,55,Other,USA,4726.17,2020-11-11 00:00:00,Elec,5,Yes
3365,32,M,Australia,-475.74,2021-02-06 00:00:00,Clothing,,No
6583,32,Female,Canada,1243.91,2024-01-11 00:00:00,Beauty,1,
5897,,M,Ind,4105.58,2024-04-19 00:00:00,Beauty,5,1
6718,57,Other,,2450.45,2020-05-05 00:00:00,Elec,,No
7001,37,M,Australia,3941.3,2022-04-14 00:00:00,,2,No
5567,32,Male,Australia,4193.28,2021-05-10 00:00:00,Beauty,1,
10271,52,M,USA,1934.44,2022-09-07 00:00:00,Elec,5,Yes
3741,23,M,Ind,1474.41,2022-01-13 00:00:00,Clothing,,1
4020,47,Male,USA,2004.88,2024-06-10 00:00:00,Beauty,4,1
7256,25,Male,Ind,3090.37,2021-11-30 00:00:00,,3,0
1228,48,Male,U.S.A,1519.38,2020-02-14 00:00:00,Elec,2,1
9362,,,India,3762.44,2023-09-16 00:00:00,Elec,4,1
1294,64,F,,4471.96,2022-04-15 00:00:00,Clothing,5,1
5284,49,,U.S.A,1052.71,2022-08-21 00:00:00,Electronics,5,1
9617,62,M,,4807.44,2022-06-29 00:00:00,Elec,,
7801,32,,Canada,2924.99,2022-05-09 00:00:00,Elec,,0
1918,35,,Germany,4329.93,2022-12-31 00:00:00,Beauty,1,No
1498,30,Male,India,71.54,2021-12-28 00:00:00,Sports,4,0
3809,41,Male,,883.25,2020-04-07 00:00:00,Home,5,Yes
5961,57,Female,Germany,1265.6,2023-07-18 00:00:00,Clothing,1,No
10017,31,,Germany,1165.52,2023-12-01 00:00:00,Electronics,3,0
4779,45,F,Germany,445.24,2024-01-07 00:00:00,,3,0
3118,28,M,USA,4275.11,2023-01-19 00:00:00,Electronics,1,0
7391,23,Other,Germany,1802.37,2024-08-04 00:00:00,Home,4,0
1145,42,F,USA,4797.22,2020-04-26 00:00:00,Beauty,1,0
8942,18,F,U.S.A,2709.1,2024-03-17 00:00:00,,,0
5565,42,Female,Ind,261.17,2022-09-21 00:00:00,Sports,1,
1192,19,M,USA,2502.48,2022-12-02 00:00:00,Home,4,
6187,49,M,USA,4964.5,2020-03-11 00:00:00,Beauty,3,No
7637,30,Male,USA,2608.44,2023-03-13 00:00:00,Elec,5,1
9243,50,Male,India,-489.72,2023-09-27 00:00:00,,3,0
3410,49,F,Australia,4631.94,2022-01-27 00:00:00,Beauty,,1
2820,41,Female,Australia,791.92,2022-03-06 00:00:00,Clothing,4,
3964,44,M,India,3286.91,2022-04-18 00:00:00,Sports,10,Yes
3521,21,Female,India,2332.94,2021-12-26 00:00:00,Sports,2,0
3568,41,Other,Australia,1289.89,2020-04-16 00:00:00,Clothing,4,No
6882,40,M,Australia,1054.52,2021-01-20 00:00:00,Beauty,3,1
2867,46,Male,Germany,4608.18,2021-03-31 00:00:00,Beauty,3,No
8465,51,F,UK,4515.59,2022-02-13 00:00:00,,10,0
8602,38,Female,,2322.24,2020-10-20 00:00:00,Sports,4,1
4199,47,Male,Australia,921.72,2020-06-24 00:00:00,Sports,4,1
7103,43,F,India,62.88,2023-02-04 00:00:00,Sports,4,0
1240,37,Male,UK,361.17,2023-01-14 00:00:00,Sports,3,Yes
4440,33,M,India,2372.38,2024-03-13 00:00:00,Beauty,10,0
5631,20,Female,UK,1193.06,2023-06-04 00:00:00,Sports,,No
10599,-1,Other,USA,-268.63,2021-08-16 00:00:00,Elec,1,
9274,54,,Canada,2003.42,2020-11-24 00:00:00,Beauty,2,
6077,57,Male,UK,3604.04,2023-06-18 00:00:00,Clothing,1,
4768,61,,Ind,4404.32,2022-10-22 00:00:00,Elec,,1
10142,42,Female,U.S.A,2719.06,2023-06-28 00:00:00,Electronics,3,1
8995,40,M,Ind,3478.11,2020-02-11 00:00:00,Clothing,1,0
9802,61,Male,USA,1502.39,2023-12-20 00:00:00,Clothing,4,1
7429,18,M,Ind,2229.31,2020-03-21 00:00:00,Home,5,No
4605,50,Other,UK,3512.95,2021-05-02 00:00:00,Clothing,4,0
3173,32,Other,Ind,3502.12,2022-07-04 00:00:00,,2,No
10714,34,F,India,1834.89,2020-09-18 00:00:00,Home,4,
7568,51,F,USA,2490.17,2023-11-19 00:00:00,Home,5,No
3601,34,F,India,4581.2,2021-12-09 00:00:00,Home,3,
3657,58,M,,2975.99,2023-06-25 00:00:00,Elec,1,1
7080,61,F,USA,3034.16,2023-09-15 00:00:00,Clothing,4,0
8325,21,Female,USA,3815.41,2022-09-19 00:00:00,Electronics,,Yes
3159,30,,Australia,133.73,2022-03-18 00:00:00,,1,No
4830,21,,Ind,2375.86,2021-07-01 00:00:00,Elec,2,0
9313,24,M,USA,4776.87,2021-09-06 00:00:00,Home,10,Yes
5368,63,M,Germany,1489.13,2022-08-04 00:00:00,,,0
2317,26,F,UK,1122.09,2022-03-25 00:00:00,Sports,,Yes
5493,40,,Canada,2806.64,2020-04-07 00:00:00,Sports,1,0
2230,50,,,716.16,2023-03-14 00:00:00,Beauty,2,
2133,50,F,USA,2557.7,2022-03-04 00:00:00,Sports,2,Yes
8607,37,M,Canada,356.09,2020-05-06 00:00:00,Sports,,0
2301,21,Other,U.S.A,2688.86,2023-08-20 00:00:00,Home,4,Yes
2910,18,Other,Australia,2813.09,2022-03-05 00:00:00,Elec,,
9082,59,F,Germany,1801.2,2021-08-01 00:00:00,Clothing,,Yes
9107,51,Other,U.S.A,1605.11,2023-11-03 00:00:00,Elec,,Yes
10697,44,Female,UK,850.02,2023-03-16 00:00:00,Elec,5,0
8970,38,Female,Germany,1320.07,2022-04-19 00:00:00,,1,No
2916,41,Female,,2240.9,2023-01-09 00:00:00,Sports,2,
7996,32,M,Canada,862.12,2024-11-23 00:00:00,Clothing,2,0
3757,52,M,Australia,3805.59,2023-06-19 00:00:00,Electronics,2,1
7464,42,M,USA,3399.69,2024-05-19 00:00:00,,3,Yes
1178,26,M,,981.18,2021-08-05 00:00:00,Elec,,1
10088,34,M,U.S.A,35.89,2021-07-01 00:00:00,Elec,1,0
7362,38,F,Ind,-499.01,2020-03-07 00:00:00,Sports,1,No
10743,30,Other,,2781.95,2024-06-06 00:00:00,Electronics,2,
9683,20,F,Canada,662.5,2021-11-12 00:00:00,,1,0
1060,21,Other,Canada,-430.8,2024-02-07 00:00:00,Electronics,1,No
10269,21,F,,1474.97,2021-08-01 00:00:00,Beauty,3,0
7681,60,Female,Canada,4790.99,2024-06-21 00:00:00,Clothing,2,No
3895,45,Male,,3294.69,2022-04-16 00:00:00,Clothing,1,1
1585,24,M,India,4217.7,2023-12-27 00:00:00,Beauty,5,No
6823,43,Male,U.S.A,296.07,not_available,,2,
1534,28,Male,UK,-96.92,2024-11-20 00:00:00,Home,1,1
4462,41,Female,U.S.A,-436.59,2023-08-18 00:00:00,,3,Yes
5011,60,Male,Canada,4756.14,2024-10-09 00:00:00,Beauty,,1
4398,27,Male,USA,1151.12,2022-04-03 00:00:00,,5,1
3155,54,Female,,2027.28,2023-10-30 00:00:00,Elec,4,Yes
6966,30,Other,Germany,1669.88,2021-07-28 00:00:00,Beauty,4,1
8329,61,F,Ind,3517.51,2023-01-06 00:00:00,Beauty,,1
7957,59,,U.S.A,1204.81,2020-01-30 00:00:00,Electronics,5,Yes
10196,56,Male,Ind,2444.99,2023-10-07 00:00:00,,4,Yes
6325,36,M,Australia,4975.7,2022-02-01 00:00:00,,10,
9518,36,Female,Ind,1942.35,2022-04-10 00:00:00,Clothing,5,1
5703,29,Male,Germany,2531.99,2023-02-12 00:00:00,Home,10,1
3706,39,,India,2263.9,2023-09-17 00:00:00,Sports,,1
1001,64,Other,Canada,3917.52,2024-03-08 00:00:00,Sports,10,
10225,54,Other,U.S.A,967.62,2021-12-31 00:00:00,Sports,,1
9316,47,,Australia,437.41,2023-03-23 00:00:00,Home,1,Yes
2104,63,M,Canada,3647.51,2024-10-22 00:00:00,Sports,4,Yes
2861,29,Male,USA,1785.9,2021-06-18 00:00:00,Home,4,Yes
6269,46,M,Canada,4525.49,2021-01-03 00:00:00,Sports,5,Yes
7943,38,Other,UK,3042.88,2024-10-15 00:00:00,Sports,1,No
9320,28,Other,USA,2603.89,2024-08-10 00:00:00,Home,1,Yes
1437,54,F,UK,-112.49,2023-10-13 00:00:00,Clothing,2,
5846,,Other,Germany,3517.27,2020-10-28 00:00:00,Elec,2,No
4129,35,Female,USA,3273.22,2024-10-09 00:00:00,Elec,1,1
10413,61,F,Germany,3020.4,2024-08-21 00:00:00,Home,,Yes
9081,44,M,Germany,973.5,2024-01-14 00:00:00,Home,,1
1901,54,Other,Australia,4707.07,2022-07-05 00:00:00,Beauty,,Yes
6398,,,Canada,1269.1,2020-11-02 00:00:00,Electronics,5,Yes
7678,29,Female,Ind,337.27,2024-08-29 00:00:00,,3,No
6529,40,F,Ind,4929.61,2022-12-22 00:00:00,Electronics,3,Yes
7604,51,Female,UK,3604.35,2022-04-16 00:00:00,Clothing,2,Yes
4918,55,F,,1781.33,2023-07-23 00:00:00,Clothing,4,0
2067,40,F,Ind,4647.54,2021-05-25 00:00:00,Clothing,3,
1026,42,F,Ind,1.15,2022-10-14 00:00:00,Electronics,4,
7937,21,,USA,-17.86,2022-06-05 00:00:00,Clothing,4,1
8264,47,M,UK,3253.48,2024-04-07 00:00:00,Elec,10,1
8118,47,F,UK,478.85,2024-10-25 00:00:00,Clothing,,No
1547,30,F,Australia,4544.27,2022-07-26 00:00:00,,,1
9758,59,Female,Germany,4121.98,2024-10-02 00:00:00,Home,,0
9895,-1,F,Germany,1185.02,2021-01-21 00:00:00,Elec,1,1
6338,31,M,India,4388.62,2022-03-05 00:00:00,Elec,3,Yes
4140,64,,Australia,-264.12,2022-05-08 00:00:00,Home,3,1
8996,25,,U.S.A,2517.51,2021-04-02 00:00:00,,4,1
2590,41,Female,U.S.A,4645.6,2023-12-02 00:00:00,Electronics,4,Yes
8776,35,F,U.S.A,4204.61,2024-10-16 00:00:00,Home,,0
5943,52,Female,Canada,1458.4,2024-12-05 00:00:00,Clothing,1,
9997,42,,Australia,505.79,2023-11-10 00:00:00,Home,,0
8798,34,M,Canada,657.97,2023-11-14 00:00:00,Elec,5,0
4791,49,Female,Germany,2329.79,2023-06-06 00:00:00,Beauty,3,No
2357,41,M,Germany,2782.25,2023-06-04 00:00:00,Home,,No
9092,24,Other,Germany,-319.52,2023-09-12 00:00:00,Electronics,,Yes
4225,30,F,Germany,1774.53,2023-09-20 00:00:00,Clothing,3,No
3460,44,M,Australia,4067.13,2020-10-03 00:00:00,Elec,1,
9737,,F,Australia,1943.81,2020-08-17 00:00:00,Elec,1,Yes
3728,22,M,Canada,430.46,2024-10-16 00:00:00,Clothing,10,No
7726,53,Male,,4751.73,2023-03-26 00:00:00,Electronics,5,1
8481,43,Male,U.S.A,964.52,2020-01-13 00:00:00,Home,4,No
